"Modelo","Clasificación Energética","Motorización","Categoría","MTMA (Kg)","Consumo Eléctrico (kWh/100 km)","Potencia eléctrica (kW)","Autonomía eléctrica (km)","Capacidad de la batería (kWh)"
"Fiat 500X City cross 1.3 MultiJet 70KW (95 CV) 4x2 S&S","","Gasóleo","M1","1320","","","",""
"Fiat 500X City Cross 1.6 E-Torq 81KW (110 CV) 4x2 S&S","","Gasolina","M1","1275","","","",""
"Fiat 500X City cross 1.6 Mjet 88KW (120 cv) S&S","","Gasóleo","M1","1320","","","",""
"Fiat 500X City cross 1.6 Mjet 88KW (120 cv) S&S DCT","","Gasóleo","M1","1320","","","",""
"Fiat 500X Club 1.0 Firefly T3 88kW (120cv)","","Gasolina","M1","1290","","","",""
"Fiat 500X Club 1.5 MHEV 97kW (130cv) DDCT","","Híbridos de gasolina","M1","1405","","","",""
"Fiat 500X Club 1.6 MultiJet 97kW (130cv)","","Gasóleo","M1","1320","","","",""
"Fiat 500X Cross 1,0 Firefly T3 88KW (120 cv) S&S","","Gasolina","M1","1320","","","",""
"Fiat 500X Cross 1,3 Firefly T4 110KW (150 cv) S&S DCT","","Gasolina","M1","1320","","","",""
"Fiat 500X Cross 1.0 Firefly T3 88kW (120cv)","","Gasolina","M1","1290","","","",""
"Fiat 500X Cross 1.5 MHEV 97kW (130cv) DDCT","","Híbridos de gasolina","M1","1405","","","",""
"Fiat 500X Cross 1.6 Mjet 88KW (120hp) DCT S&S","","Gasóleo","M1","1320","","","",""
"Fiat 500X Cross 1.6 Mjet 88KW (120hp) S&S","","Gasóleo","M1","1320","","","",""
"Fiat 500X Cross 1.6 MultiJet 97kW (130cv) S&S","","Gasóleo","M1","1320","","","",""
"Fiat 500X Cross 2.0 Mjet 110KW (150hp) AT 4x4 S&S","","Gasóleo","M1","1495","","","",""
"Fiat 500X Cult 1.0 Firefly T3 88kW (120cv)","","Gasolina","M1","1290","","","",""
"Fiat 500X DOLCEVITA/CABRIO Dolcevita Club 1.0 Firefly T3 88kW (120cv) S&S","","Gasolina","M1","1290","","","",""
"Fiat 500X DOLCEVITA/CABRIO Dolcevita Club 1.5 MHEV 97kW (130cv) DDCT","","Híbridos de gasolina","M1","1405","","","",""
"Fiat 500X DOLCEVITA/CABRIO Dolcevita Connect 1.0 Firefly T3 88kW (120cv) S&S","","Gasolina","M1","1320","","","",""
"Fiat 500X DOLCEVITA/CABRIO Dolcevita Launc Edition 1.0 Firefly T3 88kW (120cv) S&S","","Gasolina","M1","980","","","",""
"Fiat 500X DOLCEVITA/CABRIO Dolcevita Red 1.0 Firefly T3 88kW (120cv) S&S","","Gasolina","M1","1290","","","",""
"Fiat 500X DOLCEVITA/CABRIO Dolcevita Red 1.5 MHEV 97kW (130cv) DDCT","","Híbridos de gasolina","M1","1405","","","",""
"Fiat 500X DOLCEVITA/CABRIO Dolcevita Sport 1.0 Firefly T3 88kW (120cv) S&S","","Gasolina","M1","1320","","","",""
"Fiat 500X DOLCEVITA/CABRIO Dolcevita Sport 1.0 Firefly T3 88kW (120cv) S&S","","Gasolina","M1","1290","","","",""
"Fiat 500X DOLCEVITA/CABRIO Dolcevita Sport 1.3 Firefly T4 110kW (150cv) S&S DCT","","Gasolina","M1","1320","","","",""
"Fiat 500X DOLCEVITA/CABRIO Dolcevita Sport 1.5 MHEV 97kW (130cv) DDCT","","Híbridos de gasolina","M1","1405","","","",""
"Fiat 500X DOLCEVITA/CABRIO Dolcevita Sport 1.6 MultiJet 97kW (130cv) S&S","","Gasóleo","M1","1320","","","",""
"Fiat 500X DOLCEVITA/CABRIO MY23 500X Dolcevita 1.0 Firefly T3 88kW (120cv) S&S","","Gasolina","M1","1290","","","",""
"Fiat 500X DOLCEVITA/CABRIO MY23 500X Dolcevita 1.5 MHEV 97kW (130cv) DDCT","","Híbridos de gasolina","M1","1405","","","",""
"Fiat 500X DOLCEVITA/CABRIO MY23 500X Dolcevita Red 1.5 MHEV 97kW (130cv) DDCT","","Híbridos de gasolina","M1","1405","","","",""
"Fiat 500X DOLCEVITA/CABRIO MY23 500X Dolcevita Sport 1.0 Firefly T3 88kW (120cv) S&S","","Gasolina","M1","1290","","","",""
"Fiat 500X DOLCEVITA/CABRIO MY23 500X Dolcevita Sport 1.5 MHEV 97kW (130cv) DDCT","","Híbridos de gasolina","M1","1405","","","",""
"Fiat 500X DOLCEVITA/CABRIO Yacht Club Capri 1.0 Firefly T3 88kW (120cv) S&S","","Gasolina","M1","1320","","","",""
"Fiat 500X DOLCEVITA/CABRIO Yacht Club Capri 1.3 Firefly T4 110kW (150cv) S&S DCT","","Gasolina","M1","1320","","","",""
"Fiat 500X DOLCEVITA/CABRIO Yacht Club Capri 1.5 MHEV 97kW (130cv) DDCT","","Híbridos de gasolina","M1","1405","","","",""
"Fiat 500X DOLCEVITA/CABRIO Yacht Club Capri 1.6 MultiJet 97kW (130cv) S&S","","Gasóleo","M1","1320","","","",""
"Fiat 500X Lounge 1,0 Firefly T3 88KW (120 cv) S&S","","Gasolina","M1","1320","","","",""
"Fiat 500X Lounge 1.6 MultiJet 88KW (120 CV) 4x2 S&S","","Gasóleo","M1","1320","","","",""
"Fiat 500X Mirror Urban 1.6 E-Torq 81KW (110 CV) 4x2 S&S","","Gasolina","M1","1275","","","",""
"Fiat 500X MY23 500X 1.0 Firefly T3 88kW (120cv)","","Gasolina","M1","1290","","","",""
"Fiat 500X MY23 500X 1.5 MHEV 97kW (130cv) DDCT","","Híbridos de gasolina","M1","1405","","","",""
"Fiat 500X MY23 500X Red 1.5 MHEV 97kW (130cv) DDCT","","Híbridos de gasolina","M1","1405","","","",""
"Fiat 500X MY23 500X Sport 1.0 Firefly T3 88kW (120cv) S&S","","Gasolina","M1","1290","","","",""
"Fiat 500X MY23 500X Sport 1.5 MHEV 97kW (130cv) DDCT","","Híbridos de gasolina","M1","1405","","","",""
"Fiat 500X Pop 1.6 E-Torq 81KW (110 CV) 4x2 S&S","","Gasolina","M1","1275","","","",""
"Fiat 500X Red 1.0 Firefly T3 88kW (120cv) S&S","","Gasolina","M1","1320","","","",""
"Fiat 500X Red 1.0 Firefly T3 88kW (120cv) S&S","","Gasolina","M1","1290","","","",""
"Fiat 500X Red 1.5 MHEV 97kW (130cv) DDCT","","Híbridos de gasolina","M1","1405","","","",""
"Fiat 500X Red 1.6 MultiJet 97kW (130cv) S&S","","Gasóleo","M1","1320","","","",""
"Fiat 500X S-Design 1,0 Firefly T3 88KW (120 cv) S&S","","Gasolina","M1","1320","","","",""
"Fiat 500X S-Design 1,3 Firefly T4 110KW (150 cv) S&S DCT","","Gasolina","M1","1320","","","",""
"Fiat 500X S-Design 1.6 E-Torq 81KW (110 CV) 4x2 S&S","","Gasolina","M1","1275","","","",""
"Fiat 500X S-Design 1.6 Mjet 88KW (120 cv) S&S","","Gasóleo","M1","1320","","","",""
"Fiat 500X S-Design 1.6 Mjet 88KW (120 cv) S&S DCT","","Gasóleo","M1","1320","","","",""
"Fiat 500X Sport 1,0 Firefly T3 88KW (120 cv) S&S","","Gasolina","M1","1320","","","",""
"Fiat 500X Sport 1.0 Firefly T3 88kW (120cv) S&S","","Gasolina","M1","1290","","","",""
"Fiat 500X Sport 1.5 MHEV 97kW (130cv) DDCT","","Híbridos de gasolina","M1","1405","","","",""
"Fiat 500X Sport 1.6 MultiJet 97kW (130cv) S&S","","Gasóleo","M1","1320","","","",""
"Fiat 500X Sport1,3 Firefly T4 110KW (150 cv) S&S DCT","","Gasolina","M1","1320","","","",""
"Fiat 500X Sport1.6 Mjet 88KW (120hp) DCT S&S","","Gasóleo","M1","1320","","","",""
"Fiat 500X Urban 1,0 Firefly T3 88KW (120 cv) S&S","","Gasolina","M1","1320","","","",""
"Fiat 500X Urban 1,0 Firefly T3 88KW (120 cv) S&S","","Gasolina","M1","1320","","","",""
"Fiat 500X Urban 1.3 MultiJet 70KW (95 CV) 4x2 S&S","","Gasóleo","M1","1320","","","",""
"Fiat 500X Urban 1.6 E-Torq 81KW (110 CV) 4x2 S&S","","Gasolina","M1","1275","","","",""
"Fiat 500X Urban 1.6 MultiJet 88KW (120 CV) 4x2 S&S","","Gasóleo","M1","1320","","","",""
"Fiat 501 Berlina MY23 500 Dolcevita 1.0 Hybrid 52 KW (70 CV)","","Híbridos de gasolina","M1","1300","","","",""
"Fiat 502 Berlina MY23 500 Red 1.0 Hybrid 51 KW (70 CV)","","Híbridos de gasolina","M1","1300","","","",""
"Fiat Doblo Combi N1 Maxi SX 1.3 Mjet 70 kW (95 CV)","","Gasóleo","N1","2300","","","",""
"Fiat Doblo Combi N1 SX 1.3 Mjet 70 kW (95 CV)","","Gasóleo","N1","2300","","","",""
"Fiat Doblo Doblò Cargo Base Plus 1.3 Mjet 59 kW (80 CV)","","Gasóleo","N1","2070","","","",""
"Fiat Doblo Doblò Cargo Base Plus 1.3 Mjet 70 kW (95 CV)","","Gasóleo","N1","2070","","","",""
"Fiat Doblo Doblò Cargo Base Plus 1.4 Tjet 89 kW (120 CV) GNC","","Gas natural","N1","2443","","","",""
"Fiat Doblo Doblò Cargo Base Plus 1.6 Mjet 77 kW (105 CV)","","Gasóleo","N1","2145","","","",""
