"Modelo","Clasificación Energética","Motorización","Categoría","MTMA (Kg)","Consumo Eléctrico (kWh/100 km)","Potencia eléctrica (kW)","Autonomía eléctrica (km)","Capacidad de la batería (kWh)"
"Volkswagen Vehículos Comerciales Caravelle Premium 2.0 TDI 198CV 4M DSG","","Gasóleo","M1","3080","","","",""
"Volkswagen Vehículos Comerciales Caravelle Premium 2.0 TDI 198CV DSG","","Gasóleo","M1","3080","","","",""
"Volkswagen Vehículos Comerciales Caravelle Premium Largo 2.0 TDI 114CV","","Gasóleo","M1","3080","","","",""
"Volkswagen Vehículos Comerciales Caravelle Premium Largo 2.0 TDI 150CV","","Gasóleo","M1","3080","","","",""
"Volkswagen Vehículos Comerciales Caravelle Premium Largo 2.0 TDI 150CV 4M","","Gasóleo","M1","3080","","","",""
"Volkswagen Vehículos Comerciales Caravelle Premium Largo 2.0 TDI 150CV 4M DSG","","Gasóleo","M1","3080","","","",""
"Volkswagen Vehículos Comerciales Caravelle Premium Largo 2.0 TDI 150CV DSG","","Gasóleo","M1","3080","","","",""
"Volkswagen Vehículos Comerciales Caravelle Premium Largo 2.0 TDI 198CV 4M DSG","","Gasóleo","M1","3080","","","",""
"Volkswagen Vehículos Comerciales Caravelle Premium Largo 2.0 TDI 198CV DSG","","Gasóleo","M1","3080","","","",""
"Volkswagen Vehículos Comerciales Grand California 600 177CV DSG","","Gasóleo","M1","3500","","","",""
"Volkswagen Vehículos Comerciales Grand California 680 177CV DSG","","Gasóleo","M1","3880","","","",""
"Volkswagen Vehículos Comerciales Grand California 680 177CV DSG 4M","","Gasóleo","M1","3880","","","",""
"Volkswagen Vehículos Comerciales ID. Buzz 1st Edition","","Eléctricos puros","M1","3000","21.3","150.0","410.0","77.0"
"Volkswagen Vehículos Comerciales ID. Buzz Cargo Cargo","","Eléctricos puros","N1","3000","21.0","150.0","414.0","77.0"
